t,x
0.0,0.5
0.1,0.5049494774373412
0.2,0.5098656065170001
0.30000000000000004,0.5147328268448886
0.4,0.519551639852106
0.5,0.5243225109147099
0.6000000000000001,0.5290459037378457
0.7000000000000001,0.5337222820266578
0.8,0.5383521335862479
0.9,0.5429359591699272
1.0,0.5474741949399684
1.1,0.5519672749647938
1.2000000000000002,0.5564156333128258
1.3,0.5608197040524867
1.4000000000000001,0.5651799252417069
1.5,0.5694967975121211
1.6,0.5737707555826735
1.7000000000000002,0.5780022032311983
1.8,0.5821915442355294
1.9000000000000001,0.586339182373501
2.0,0.590445521422947
2.1,0.5945109655930425
2.2,0.5985359764263295
2.3000000000000003,0.6025209787848456
2.4000000000000004,0.6064663484557427
2.5,0.6103724612261724
2.6,0.6142396928832868
2.7,0.6180684192142377
2.8000000000000003,0.6218590160061768
2.9000000000000004,0.6256119022911937
3.0,0.6293274985424336
3.1,0.6330061526079084
3.2,0.6366482118153101
3.3000000000000003,0.6402540234923311
3.4000000000000004,0.6438239349666637
3.5,0.6473582935660002
3.6,0.6508574469892895
3.7,0.6543218017519689
3.8000000000000003,0.6577517298914929
3.9000000000000004,0.6611475525978167
4.0,0.664509591060895
4.1000000000000005,0.667838166470683
4.2,0.6711336000171353
4.3,0.6743962128902069
4.4,0.677626330057429
4.5,0.6808243442176878
4.6000000000000005,0.6839905838892728
4.7,0.6871253439485338
4.800000000000001,0.6902289192718206
4.9,0.6933016047354829
5.0,0.6963436952158703
5.1000000000000005,0.6993554855893327
5.2,0.7023372707322199
5.300000000000001,0.7052893771852858
5.4,0.7082121597161927
5.5,0.711105892252892
5.6000000000000005,0.7139708456736282
5.7,0.7168072908566454
5.800000000000001,0.7196154986801881
5.9,0.7223957400225005
6.0,0.7251482857618268
6.1000000000000005,0.7278734112472207
6.2,0.730571460200299
6.300000000000001,0.7332427107933095
6.4,0.735887409914235
6.5,0.7385058044510577
6.6000000000000005,0.7410981412917604
6.7,0.7436646673243256
6.800000000000001,0.7462056294367357
6.9,0.7487212745169735
7.0,0.7512118497864143
7.1000000000000005,0.7536776615805219
7.2,0.7561189855687442
7.300000000000001,0.7585360469295741
7.4,0.7609290708415037
7.5,0.7632982824830253
7.6000000000000005,0.7656439070326314
7.7,0.7679661696688143
7.800000000000001,0.7702652955700663
7.9,0.7725415099148798
8.0,0.7747950787681356
8.1,0.7770262801031872
8.200000000000001,0.779235318440549
8.3,0.7814223973866455
8.4,0.7835877205479008
8.5,0.7857314915307393
8.6,0.7878539139415854
8.700000000000001,0.7899551913868634
8.8,0.7920355274729977
8.9,0.7940951258064125
9.0,0.7961342307438554
9.1,0.7981530966873164
9.200000000000001,0.8001519085993734
9.3,0.8021308507338597
9.4,0.804090107344609
9.5,0.8060298626854545
9.600000000000001,0.80795030101023
9.700000000000001,0.8098516065727688
9.8,0.8117339636269043
9.9,0.8135975564264701
10.0,0.8154426114928027
10.100000000000001,0.8172693632519922
10.200000000000001,0.819077977393386
10.3,0.8208686190471814
10.4,0.8226414533435762
10.5,0.8243966454127676
10.600000000000001,0.8261343603849529
10.700000000000001,0.8278547633903296
10.8,0.8295580195590951
10.9,0.8312442940214468
11.0,0.8329137520056895
11.100000000000001,0.8345666126030413
11.200000000000001,0.8362030747888715
11.3,0.8378232867040836
11.4,0.8394273964895811
11.5,0.8410155522862678
11.600000000000001,0.8425879022350471
11.700000000000001,0.8441445944768227
11.8,0.845685777152498
11.9,0.8472115984029768
12.0,0.8487222063691626
12.100000000000001,0.8502177510184737
